userName,score,at,Ulasan,Sentimen Widi,Sentimen Nanda,"Sentimen Dra. UMI KOLISOH, M.Pd",Sentimen,Keterangan:
Ni Kadek Ayu Suandewi,1,2021-11-27 9:25:00,"Saya mau bertanya, knpa bonus XTRA Unlimited Turbo Fb dan Instagram tidak dapat diaktifkan? Padahal sebelumnya saya sudah membeli paketnya di aplikasi MyXl. Saya sudah chat di aplikasi myXL nya dari tanggal 25, sampai sekarang bonus pembelian paketnya belum juga bisa sy aktifkan. Sy membeli paketnya pada tanggal 24 November, mohon bantuannya. Padahal aplikasi myXL sy sudah diupdate dan terbaru, sinyalnya juga sudah 4G tapi saat mengaktifkan bonus fb dan instagramnya tidak dapat diaktifkan.",1,1,1,-1,
Bell Bella,2,2021-11-27 7:41:00,Saya beli paket data Xtra Combo Plus yang 59rb dapet 10GB kuota utama 3GB kuota area sama 2GB bonus kuota aplikasi. setelah beli ada notif suruh klaim bonus tapi setelah dibuka notifnya gak bisa di klaim bonusnya. Berarti sama aja cuma 13GB totalnya bukan 15GB. Padahal sebelum2nya bonus itu bisa diklaim mohon untuk diperbaiki bila perlu kompensasi!,1,1,1,-1,
Jericho Rico,5,2021-11-27 5:29:00,Saya pemakai xl prabayar sudah 21 tahun. Tapi kenapa tidak ada penghargaan sebagai pelanggan setia ya? Dulu jaman XL ada sayembara bening yg iklannya anjasmara saya pernah dapat hadiah berupa HP Sony Ericsson skitar 2005.tp sekarang XL makin pelit.,3,3,3,0,
Andi Minang,1,2021-11-27 16:38:00,"Mohon agar kpd Pihak XL AXIATA TBK, dlm segi paketan internet murah meriah, agar kami konsumen dpt menikmati paket2 termurah di jaringan seluler beda dgn jaringan seluler lainnya, mohon agar saran saya ini di dengar dan di tindak lanjuti, jgn hanya JANJI tp harus ada BUKTINYA",3,3,3,0,
Handy Noviardana,1,2021-11-27 13:48:00,"tolong tingkatkan kualitas jaringan di kota2 kecil, masa dari 7x24 jam jaringan yang waras cuma 3 sampe 5 jam, ribuan kali komplen, ribuan kali ditangani dan ribuan kali tidak ada perubahan, UNTUK BEBERAPA DAERAH XL SANGAT TIDAK DIREKOMENDASI UNTUK BERMAIN GAME ONLINE!! PENGALAMAN MAIN GAME PALING BURUK DENGAN XL!! kalo tidak bisa segera lakukan perbaikan lebih baik hentikan bisnis kalian, ini saran serius",1,1,1,-1,
Ria Sintya Wati,4,2021-11-26 4:03:00,"saya sudah melaporkan melalui xl care 6 agen tidak bisa membantu saya, padahal masalah saya untuk cek pulsa *123# tidak bisa respon nya MAAF LAYANAN TIDAK TERSEDIA. LAKUKAN REGISTRASI.... padahal *123*4444# nomer saya sudah berhasil di registrasi dengn NIK.......... sebelumnya nomer yg saya gunakan itu baru beli dan sudah diregistrasi, mau cek pulsa dan mau aktifasi voucher data dari senin sampai sekarang gak bisa dan tindakannya lama. mohon bantuannya min",1,1,1,-1,
Dothat That,1,2021-11-26 20:16:00,"Guna nya pulsa siaga apa? Saya gak pernah pake pulsa siaga, trus sering isi pulsa kenapa pas tanggal tua mau di pake,nunggu 2 hari gak ada jawaban dari operator,kartu saya belum masa tenggang, ini hp saya yg rusak apa provider nya memang kayak gini",3,3,3,0,
Mugi Yanto,2,2021-11-26 14:09:00,"Mau masuk aja gk bs...tambah ribet,sudah berulang kali di hapus,di instal lg tetep aja gk bs login, semua pilihan jenis layanan kartu sudah di coba semua...tetep aja gagal login",1,1,1,-1,
Matex Pro,1,2021-11-26 14:04:00,"Saya di Malaysia saya suruh istri saya dari Telkomsel ganti XL bukan tambah bagus e makin parah,sinyal H+ saja nggak full, kecepatan datanya nggak sampai 1 mbps,kalah jauh dengan kartu Malaysia 70 mbps, semua operator Indonesia sinyal bagus hanya di tengah kota,4G Indonesia masih kalah dengan sinyal 3G Malaysia,sudah lemot mahal",1,1,1,-1,
noah darmawan,1,2021-11-26 12:11:00,"Selalu ready dan siap pulsa dan data, tp emank fakta ini kualitas signal xl sdh tdk sebagus dulu, skrg makin parah, jujur saya hrs siap beralih ke yg lain klo gini terus. XL, jgn takut klo dibilang mahal, selama kualitas signal mu bisa selalu bagus",3,3,3,0,
Giri Tani,1,2021-11-26 10:06:00,Maaf kenapa kalau saya buka aplikasinya kembali ke beranda sendiri? Katanya My XL sudah berhenti kenapaaa ini??? Pliss caranya gimanaa? Udah hapus lalu instal lagi tapi tetap ga bisaa,3,3,3,0,
Dendy Heriyanto,1,2021-11-26 10:00:00,Apaan sih ini XL jaringan gak jelas. Yang lain sudah mau 5G eh XL masih lemot gini. Kalau gak niat memperbaiki kualitas jaringan bubar aja lah sekalian!!?,1,1,1,-1,
Bang Bahri,1,2021-11-25 9:54:00,"Maaf satu bintang aja dulu, eh kenapa kuota d akrab saya cuma 10 giga d bagi 2.sedangkan yg 25gb d pake ama wa doang. G bisa pake yg lain.kalau kya gini mending beli yg 55rb ketauan 10 gb. Mksih",1,1,1,-1,
Fahmi Dahlan A,5,2021-11-25 8:30:00,"Saya dari tahun 2000an selalu pake ini provider, layanan semakin membaik, saran aja kasih promo atau cashback atau marchendise sebaigai pelanggan lama,, biar selalu dimanjakan oleh XL, lancar terus sukses selalu",2,2,2,1,
fadlia fanie firzana,1,2021-11-25 5:07:00,"Ga jelas ngmg ma Maya, mending bicara CS langsung!! Kapok beli paket di*123*# beda kayak dulu, sebelum transaksi ad konfirmasi pelanggan lanjut beli/ga?? Sekarang ga ad!! Lgsg potong pulsa!! Saya ga lg pk paket XL tp ad sms pulsa berkurang krn pk internet!! WHAT??",1,1,1,-1,
Vicka Putri,1,2021-11-25 23:55:00,"Kenapa paket akrab saya belum aktif-aktif padahal di apk sudah masuk notif Kalau pembayaran sudah di terima . Dan pembayaran juga sudah berhasil. Kenapa paket tidak segera masuk, sudah dari semalam! Tolong xl ya",3,3,3,0,
Wikal Zulfikar,4,2021-11-25 22:09:00,"Sekedar informasi Untuk saat ini jaringan dan app berjalan dgn baik, yg kemarin saya mengeluh soal app yg tidak bisa membeli paket internet di app tapi sekarang sudah dgn lancar.Namun jika kondisi di daerah saya sedang hujan, tidak lancar meskipun jalan sih dengan speed lumayan lambat.Mohon sekali dari pelayanan jaringan harap diperhatikan saat hujan. Terima kasih.Note: bagi kalian pernah kejadian tidak bisa membeli paket internet di app my xl, idupin mode pesawat tunggu krng lbh 1 m, trus mati",2,2,2,1,
Alimah Suriatmi,1,2021-11-25 17:11:00,"udah update dan restart HP. ternyata aplikasi gabisa dibuka kayanya dari servernya. lihat review lain ternyata banyak problem yang sama. kenapa tidak ada perbaikan secara tanggap? kalau ada problem baiknya diinfokan ke pelanggan baik via SMS atau apalah itu agar transparan, lebih baik lagi kalau ada perbaikan. thumbs down.",1,1,1,-1,
I'M away,1,2021-11-25 17:06:00,"Jaringannya jelek banget dirumah gua , ga nyaman banget buat main ML dan PUBG , setiap di ingame pasti selalu jaringan merah , tiba tiba jaringan menjadi H/H+ lebih parahnya bisa bisa ilang dalam beberapa detik",1,1,1,-1,
3 Hanz,1,2021-11-25 16:58:00,"verifikasinya tolong di tambah lagi, jangan cuma lewat sms, kalau bisa ya telpon dari operator, karena nunggu sms lama banget, pernah juga ngalamin sms tidak pernah masuk.",3,3,3,0,
Adhitya Rara,1,2021-11-25 15:56:00,tambah parah aplikasi my xl ini .udh lama bnget baru bisa d buka .pas kebuka gk bisa beli paket pke pulsa .bkannya kgunaan utamanya my xl itu kan .mempermudah konsumen brtransaksi pakai pulsa .ini ko segala susah .aplikasi my xl jelek :(,1,1,1,-1,
Fikri Athallah,1,2021-11-25 15:53:00,"Aplikasi ga guna, saya ingin beli paket malah tulisan gaada jaringan , padahal kuota masih banyak dan buka aplikasi apapun bisa. Cuma my XL aja yang gabisa",1,1,1,-1,
Mhmmd Hafiz H,1,2021-11-25 15:47:00,"tiap kali beli unlimited turbo plus youtube 1 hari 4000 Rp kenapa ga sampe 1 hari ? padahal sudah tertera s&knya 24 jam, pernah jg beli ga sampe 3 jam udah ada notip paketan tidak aktif ga cuma sekali saya mengalami kerugian ,apakah pihak xl membenarkan PENIPUAN ini? mohon diperbaiki lagi agar customer merasa puas",3,3,3,0,
Andini Mutia,1,2021-11-25 15:17:00,"Apaan sih saya baru beli pulsa eh udah maen dipotong aja pulsanya,padahal gak buka data udah sering banget kaya gini gimana sih ini!!!!!!",1,1,1,-1,
Rahmat Gani Saputra,3,2021-11-25 11:41:00,"Operator kenapa jaringan XL di provinsi Lampung kabupaten Lampung tengah kecamatan seputih Surabaya susah banget padahal sinyal nya 4G, tolong di perbaiki secepatnya, di sini yang pengguna XL pada ngeluh, karena jaringan yang kurang mendukung",1,1,1,-1,
Javanda Husain,1,2021-11-25 10:08:00,"Susah claim bonus transaksi selalu coba lagi.. padahal lumayan..enakan yamg sebelumnya, setelah update jadi gajelas aplikasinya sering kasih info telat sama susah claim bonusnya padahal lumayan.",1,1,1,-1,
Ragista Nobita,3,2021-11-24 5:38:00,"Dulu aku suka aplikasi ini tp akhir akhir ini di wilayah Lampung Selatan mati total sinyal ga ada selalu (X) tolong jangan sampai berlarut larut sperti ini bila ada perbaikan , kami butuh internet kenapa internet hilang bgitu aja ðŸ˜­ðŸ™",3,3,3,0,
WAHYUDI,5,2021-11-24 18:31:00,"Hallo , sedikit saran dari saya semoga di baca . Untuk kenyamanan kita bersama tolong dong sediakan fitur kunci pulsa , untuk kenyamanan para pengguna semisal ada pulsa lebih tidak terbuang sia2 pada saat paketan kita habis Trimakasi",3,3,3,0,
Adya pranaja,3,2021-11-24 15:10:00,"Tolong perbaiki jaringan,sinyal dan komunikasi....akhir akhir ini saya kesal karena tiap buka aplikasi,game,yt,bahkan my XL saja error mulu.yang ku butuhkan bukan saran (ikuti langkah yg disarankan ) dari my xlnya tapi jaringan masih leg,, yg kubutuhkan kecepatan dalam perbaikan jaringan sehingga semua user XL kembali puas dalam menggunakan my XL ini.maaf saya kasih bintang 3 .pbila sudah bagus semua saya ubah b5..thank",1,1,1,-1,
Nr. Mila,2,2021-11-24 14:42:00,Kenapa gak bisa beli paket di my XL sekarang yah ?? Padahal udah beli pulsa juga tapi malah gak bisa Katanya bermasalah lah.. pake kode lah ... Padahal dulu senang bgt pake XL lancar bgt skrg gak tau kenapa jadi lemot bgt.. Emang lagi bermasalah atau gimana sih ???,3,3,3,0,
Nenden Dewianti,4,2021-11-24 14:32:00,"semenjak saya update aplikasi ini ke versi terbaru dan setelah saya mengisi survey kok malah sering terjadi kesalahan ya, padahal tadinya selalu lancar. mohon perbaikannya demi kenyamanan bersama",1,1,1,-1,
endang hidayat,3,2021-11-24 14:00:00,"Mau cek sisa kuota tidak bisa, koneksi internet ok, hp juga sudah di matikan, mode air plane juga sudah. Aplikasi minta di update juga sudah langsung update. Setting APN dan reset APN juga sudah. Dan akhir akhir ini juga untuk koneksi internet nya suka lemot. Dan sisa kuota masih tidak mau muncul. Tapi sisa pulsa bisa kelihatan.",1,1,1,-1,
Robby annas Nur hakiki,1,2021-11-24 13:54:00,"Ini aplikasi apa ya perasaan signal bagus masa mau beli kuota di aplikasi myXL kesalahan jaringan terus,perasaan signal full tapi sama aja sampai sampai beli kartu baru, beli agar bisa buat beli paket di myXL, tapi sama aja ini aplikasi rusak banget sumpahhh......",1,1,1,-1,
Zhepy Ganteng,1,2021-11-24 13:04:00,"ini kenapa ya apk nya tadi saya pas mau ngisi paket gak bisa kata nya "" Gagal memuat data "" tapi kan pake wifi emang lemot?!!!!!!!!!!!!!!!!!!!!!!!?!!!!????!!??!!!!!",1,1,1,-1,
anggito abimanyu,1,2021-11-24 10:19:00,"bulan bulan ini sinyal XL saya sangat jelek, untuk bermain game online pingnya naik turun, tolong pihak XL untuk di perbaiki sinyal XL, termiakaih.",1,1,1,-1,
Dian Murni,4,2021-11-23 16:06:00,"Tolong diperbaiki lagi sinyalnya yaa,,harga kuotanya juga banyak""in diskon kalaupun gak diskon ya jangan mahal"" kami yang anak sekolahan mau beli kuota susah euy... Kasih gratisan juga dongss Jan pelit"". Sekian terima kuotaðŸ˜ðŸ‘",2,2,2,1,
Simoel02 Channel,3,2021-11-23 12:35:00,Aplikasinya sihh bagus sebelum diupdate tapi Kenapa yaa setelah diupdate aplikasinya sering terjadi kesalahan? Semisal mau beli kuota atau lihat kuota yang masih aktif sering terjadi kesalahan/gagal memuat padahal sinyal bagus diganti pake jaringan wifi juga sama aja... Mohon tindak lanjutnya untuk developmen... Terimakasih,3,3,3,0,
Afrizal Fakboy,5,2021-11-23 0:58:00,terima kasih myxl telah memberi saya pendapat..berkat aplikasi myxl ini saya lebih mudah berkomunikasi dengan keluarga saya dan lebih mudah membeli paket dan harga nya pas dan murah-murah..jadi rekomdasi buat pengguna xl download aplikasi ini..dan saya telah bergabung sama aplikasi myxl selama 2Tahun.,2,2,2,1,
Shoffan Rahman,1,2021-11-22 8:05:00,"Kenapa ya jaringannya jadi lemot banget bulan-bulan belakang ini? Buka aplikasi my xl ini aja lag banget. Butuh bermenit-menit buat cek paketan di myxl padahal kuota masih banyak. Buat meet nge lag, main game nge lag. Mohon maaf banget, mending ganti kartu aja saya. Terimakasih udah jadi kartu andalan, meski itu masa lalu. Bye, xl. Aku baru ganti kartu lain langsung dapet bonus. Sudahlah terimakasih banget xl. Ku harap kedepannya xl bisa lebih baik lagi.",3,3,3,0,
Sani Arsi,4,2021-11-22 6:16:00,"Jaringan XL makin jelek ya..sinyal naik turun, anak saya jadi sering nangis karena lg nonton YouTube selalu loading.. Saya gx sengaja keluar dari my XL.. mau masuk lagi gx bisa.. Jawabannya belum bisa masuk..kenapa",1,1,1,-1,
Tulisan Alam,1,2021-11-22 3:37:00,"Sinyal sering H+ atau H komplain di xl care tidak ada solusi setiap complain alasanya ada peningkatan jaringan, hanya di buatkan laporan dan disuruh sabar, admin kabur ketika saya sedang komplain di xl care massanger, saya pemakai kartu xl lama dan saya kecewa.",1,1,1,-1,
munadhi,2,2021-11-22 17:02:00,"Aplikasi myXL sekarang suka error jika digunakan ngefrem melulu, kayak hp terkena virus lemot banget, dan sudah beberapa kali isi ulang use voucher, bonusan scan voucher tidak dapat digunakan. ðŸ˜´ðŸ˜· mohon perbaikan pada pihak XL",1,1,1,-1,
ibe Official,5,2021-11-22 15:01:00,"saya tetap pilih XL, biarpun banyak operator lain menawarkan berbagai produk internet, saya tetap memilih produk internet XL, saya Penggunaan XL sejati",2,2,2,1,
FINA FITRI FAUJI,3,2021-11-22 14:32:00,"Kenapa kuota belajar 35gb dari XL tidak bisa di nonaktifkan, saya setiap hari mencoba tapi selalu terjadi kesalahan, apa gangguan terjadi setiap hari? Saya ingin memberhentikan paket kuota belajar dari XL.",3,3,3,0,
Muhammad Zaki,4,2021-11-22 14:27:00,"Teruntuk pihak provider XL Axiata, mohon di perbaiki lagi kualitas jaringan nya karna belakangan ini kualitas jaringan nya kurang stabil apalagi saat cuaca buruk / mati lampu, terkadang bisa tiba"" hilang sinyal (tidak ada koneksi). untuk fitur"" yg ditawarkan sudah cukup bagus seperti adanya aplikasi My XL ini yg memudahkan pengguna dalam membeli kuota / paket data & Harga yg di tawarkan pun juga cukup bersaing sehingga masih terjangkau oleh anak kost""an.",2,2,2,1,
Arya yan,1,2021-11-22 0:58:00,Banyak bohongnya... Di bagian atas menu ada paket murah.. tapi pas di klik ternyata tidak sesuai dengan iklan nya.. Bintang satu masih kebanyakan.. jawaban admin selalu sama.. artinya itu ROBOT yang jawab,1,1,1,-1,
Aleevana Allard,1,2021-11-22 0:30:00,"Akhir akhir ini jaringannya sangat tidak memuaskan, mohon perbaikan kepada pihak XL. Dan juga tolong berikan fitur untuk bisa memilik paket kuota mana yang ingin digunakan agar tidak merepotkan saya sebagai pengguna, karna saya sulit menggunakan kouta pribadi saya karna selalu digunakan kouta sekolah yang jelas tidak bisa membuka sosmed",3,3,3,0,
MyDan Syakur,1,2021-11-21 2:59:00,"Kartu XL SAMPAH,KORUPSI!!!!! Tiap baru beli pulsa beberapa menit kemudian pulsa suka kesedot terus.... Padahal saya gk ngehidupin data (Kartu XL) Tapi pake wifi, pas saya cek pulsanya tiap beberapa menit tertentu, Pulsa makin sini makin berkurang.... Padahal saya gak ngapa-ngapain. Dasar Korupsi!! Jadi males ngisi pulsa di kartu XL",1,1,1,-1,
samsul sam,5,2021-11-21 2:23:00,Terimakasih XL paket kamu jangan terbaik .pada paket Telkomsel cepat habis .dan banyak makan duit orang orang .dan orang Telkomsel yang tak sangat baik dan tak ramah Sam orang ...... sekian dulu terimakasih .... semangat terus yang XL .. semoga anggota XL tak Kitu jug ... .salam dari batam .. tolong tingkatkan ulti turbo my XL ya kk. .. kk kenp jaringan 4 lite tak bgus jaringan,2,2,2,1,
Herman Sudirman,1,2021-11-21 1:51:00,Aplikasinya?????????aku gak tau sih apk nya bagus atau gak soalnya aku baru donlod wau pas aku lagi ngertik udah selesai aku donlodnya cepet banget tapi aku kasih bintang satu aja dulu ya pas aku liat bagus baru deh aku kasih ðŸŒŸ ðŸŒŸ,3,3,3,0,
Roman Hakim,2,2021-11-21 15:28:00,Saya ingin melaporkan tentang buruknya sinyal XL sekarang ini dan kuota yang harus dibagi bagi saya harap kepada pihak XL agar mengembalikan sistem kuota seperti biasanya tidak ada kuota malam sama pembatasan jam kuota youtube saya harap kedepannya dapat mengerti para pengguna XL #Respon,1,1,1,-1,
Aldian Hidayatulloh,3,2021-11-21 15:23:00,"Tolong ini kenapa di beranda My XL tidak bisa menampilkan sisa paket kuota. Tulisannya ""Gagal memuat data silahkan coba lagi"". Sudah di klik coba lagi tapi tidak ada perubahan, padahal sinyal 4G+ tidak ada kendala dalam memuat halaman.",3,3,3,0,
Adjie Septiawan,3,2021-11-21 15:17:00,Saya agak kecewa dengan myXL karena setiap saya ingin masuk selalu ada kesalahan jaringan ketika saya cek untuk browsing atau pun menggunakan sosial media baik-baik saja saya beri 3 bintang terlebih dahulu karena kurang memuaskan pada pelayanan myXL saya sudah menggunakan XL bertahun-tahun tetapi kenapa setiap kali menggunakan myXL selalu bermasalah di kesalahan jaringan jika kedepannya tidak terjadi masalah tersebut saya akan memberikan Bintang 5,1,1,1,-1,
Anak NTB,1,2021-11-21 15:11:00,"Kemarin beli voucer yg 40 gb, saya isi lewat aplikasi tapi sampai sekarang belum masuk, saya sudah mode pesawat, sudah restar hp juga, saya coba masukan kembali kode voucher kodenya sudah terpakai",3,3,3,0,
jow lodong,1,2021-11-21 14:56:00,"Apk my xl eror teros beli paket internet aja gak bisa2. Klo hari ini gak bisa beli paket internet itu akumulasi kuota saya yang 3 gb bakalan hangus, kan sayang 3 gb hangus. Tapi beli di my xl gak bisa2. Mana Beli di *123# gak bisa lagi...haduh2. gimana sih ni xl tolong donk jangan eror mulu",1,1,1,-1,
Jack Ajj,2,2021-11-21 14:49:00,"Maaf, bintang turun, jaringan susah banget, padahal 4G tapi gak sesuai dgn faktanya. Tolong dong, perbaiki dan tingkatkan lagi jaringannya, buat maketin aja susah banget,,",1,1,1,-1,
Ahmad Jaelani,2,2021-11-21 14:40:00,Kenapa belakangan ini semua paket di my Xl tidak bisa dibeli.. halo operator ada apa??? Tanpa mengurangi rasa hormat Saya mohon diinfokan pada user ketika sedang terjadi kendala pada operator MY XL Karena sayang klw pulsa 25rb di cicil operator:),1,1,1,-1,
Zeazara 22,4,2021-11-21 14:35:00,Bintang nya empat aja soalnya kecewa sama XL Knapa sih sekarang XL sinyalnya loading mulu.. Mana setiap mau beli kuota lewat aplikasi ngelag kadang juga g bisa.. Padahal awalnya bagus banget lancar tapi sekarang kualitas sinyal berkurang... Alamat ganti kartu kalau gini terus mah.,1,1,1,-1,
Sifa Cute,3,2021-11-21 14:17:00,Halo admin.. kenapa ya cek kuota di aplikasi tidak bisa padahal kuota utama saya masih banyak. Kenapa saya tahu kuota masih banyak? Karena saya menggunakan kuota utama.. kejadian waktunya malam ini dan saya juga selalu beli kuota yang sama.. mohon tanggapannya terimakasih...,3,3,3,0,
Mohamad Dzaki Pratama,2,2021-11-21 12:05:00,"Ini kenapa sih aplikasi nya gk bisa dibuka? Loading nya lama banget, padahal pengen ngecek kuota saya tinggal berapa ehh malah gk bisa dibuka apk nya, padahal udah di update apk tetep aja gk bisa. Gimana ini solusinya? Mohon dijawabðŸ™ðŸ»",3,3,3,0,
Sabri Sabi,4,2021-11-21 10:12:00,aplikasi nya sangat bagus ringkas informatif dan mudah di gunakan bukan hanya itu myxl terdapat banyak promo paket internet murah pastinya gk nyesel pake XL selain murah kuotanya juga banyak dan hemat pastinya,2,2,2,1,
Aditama Nugroho,2,2021-11-20 8:51:00,"Min saya kan kemaren beli pulsa 50k terus langsung saya buat beli paket turbo yg seharga 50k pulsa nya sudah ketarik terus dapat notifikasi kek ditunggu gitu terus sampe sekarang kuotanya belum dapat sudah 3 hari apa harus nunggu kuota unlimited yg dl habis dl soalnya sisa 2 hari lagi habis tapi kalo sampe masa 2 hari saya masih belum dapat kuota,saya minta ganti min soalnya saya masih pelajar mohon balas min..",3,3,3,0,
Flexi,1,2021-11-20 7:51:00,"Saya sangat kecewa akhir akhir ini koneksi jaringan XL ancur parah. nggak seperti biasanya, Mohon segera diperbaiki supaya semua pengguna XL bisa nyaman seperti biasanya. Terimakasih. Note : jangan kasih tau dengan cara restart hp atau mode pesawat percuma hasilnya tetap sama aja!",2,2,2,1,
